ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,profile_id
-0.386519,-1.0700932,-1.6389711,-0.99439365,0.56317294,1.257486,-2.2939088,1.0471767,0.34487006,27
-1.075171,-1.0675873,0.28675842,-1.1672106,-1.1899511,0.19791016,0.9187704,0.27636576,-0.13638106,27
0.6432073,-1.0578972,-1.6030768,-0.710933,1.9429601,0.46893823,-1.8958508,0.36842242,2.7265217,27
-0.079226665,-1.0768436,0.31225562,-1.252066,-1.2224306,-0.19040428,1.0601314,-0.25723618,0.10649897,27
-0.99954885,-1.0712188,0.2871413,-1.1672475,-1.1899556,0.20143823,0.9187707,0.27636907,-0.48523018,27
-0.84977716,-1.0743159,-0.38889968,-0.8473373,-0.8977742,2.7210128,-1.2314262,2.6602018,-0.9607813,27
-0.36860317,-1.070916,-1.0735918,0.8792939,-0.004969913,0.94162226,0.4378231,1.0686204,-0.22284292,27
-0.4667744,-1.0901185,-0.6114967,-0.12990466,-0.54606193,1.2000742,0.2539488,1.3230621,1.6650815,27
-0.17262508,-1.0772159,0.3121696,-1.2533689,-1.2224318,-0.19072463,1.0601602,-0.25724223,-0.20113827,27
-0.6856991,-1.080498,-0.22314654,-0.053221364,-0.6001723,0.58870834,0.7036455,0.68901426,-1.1398362,27
-0.45745462,-1.0614288,-1.6385641,-0.97099394,0.5631735,1.2255915,-2.2060392,1.0232245,1.4316957,27
-0.8604209,-1.0719284,-0.22227369,-0.052443076,-0.60017425,0.58887297,0.7036496,0.6890177,-1.1885186,27
0.24042277,-1.0554792,-1.6050409,-0.71721905,1.9429569,0.46886683,-1.8933355,0.36773276,2.8210945,27
-0.14870083,-1.0625998,-1.6375601,-0.9721933,0.5631764,1.2245088,-2.2055006,1.0223205,1.4422991,27
-0.07595446,-1.0766808,-1.0928224,0.8529925,-0.004971762,0.93012315,0.43926048,1.0679283,0.94681203,27
-0.14992239,-1.0748954,-0.22231223,-0.05163608,-0.6001709,0.58967185,0.70361215,0.68902594,-1.2859712,27
-0.75121546,-1.0698743,-1.5931937,-0.5674263,1.3477607,0.68596715,-1.8988082,0.5611211,0.96786135,27
-0.8142536,-1.0631176,-0.7859183,1.2442971,0.80666584,0.31026062,-0.29991087,0.30943376,-0.57066166,27
-0.35906056,-1.0719203,-1.0700097,0.8854142,-0.00497348,0.94308674,0.43824047,1.0688746,-0.4387656,27
-0.5336097,-1.0701547,-1.0673183,0.8898005,-0.004968195,0.94593906,0.43848068,1.0691632,-0.66205865,27
-1.1042495,-1.0684468,0.03164465,-0.43315363,-0.81660926,0.39546078,0.82010764,0.48691836,-2.054267,27
0.0368092,-1.0683981,0.31172124,-1.2512782,-1.2224308,-0.1909768,1.0601594,-0.25727373,0.7515865,27
0.36358422,-1.0537649,-1.6031166,-0.7130664,1.9429584,0.46689224,-1.8858259,0.36539564,2.8728178,27
-0.8074744,-1.0830605,-0.2245777,-0.056343753,-0.6001752,0.58589226,0.7036363,0.68901664,-0.8422115,27
0.28313813,-1.0670273,0.31171444,-1.2517849,-1.2224296,-0.1895164,1.0601321,-0.25727478,0.8018814,27
-0.87932837,-1.0657183,-0.39086178,-0.8418812,-0.8977786,2.7171018,-1.2314062,2.66023,-0.92817605,27
-0.06535492,-1.054217,-1.6384195,-0.9679746,0.5631741,1.2294661,-2.2127833,1.0268493,1.2591319,27
-1.0295528,-1.0806144,-1.3272929,0.31369853,1.8888551,0.35778973,-1.4403708,0.2915595,0.74047035,27
-1.4430714,-1.0541372,-1.6163762,-0.78790534,1.8888507,0.50115573,-1.9770753,0.3935808,2.1707852,27
0.2782529,-1.0818136,0.31264785,-1.251326,-1.2224275,-0.1924592,1.0601289,-0.257279,1.4198301,27
-0.043852706,-1.0792605,0.31247708,-1.2533919,-1.2224293,-0.18829098,1.0601518,-0.25723374,-0.40390334,27
-0.08707595,-1.0834875,0.31224483,-1.2500743,-1.2224294,-0.1903707,1.0601082,-0.25725225,0.41130385,27
-1.4897345,-1.0737307,-0.4731232,-0.7000701,-0.81661093,2.3390527,-0.844559,2.2910054,-2.2222855,27
-0.8926722,-1.0700283,-0.22304097,-0.05330731,-0.60017455,0.58850795,0.7036278,0.6890183,-1.1341047,27
-1.6516937,-1.0711454,-1.2454334,0.46731207,1.8888501,0.35483345,-1.5106621,0.28266641,-1.8980501,27
-0.97171605,-1.0388583,-1.6047156,-0.63821435,1.3477572,0.6866495,-1.9186282,0.56038296,1.4850003,27
-0.14457445,-1.0432878,-1.6008624,-0.69324654,1.9429597,0.4723494,-1.9081076,0.37178665,2.419806,27
-0.85781515,-1.069035,-0.22443883,-0.057665907,-0.6001759,0.58513,0.7036592,0.68903095,-0.73175603,27
-0.9643154,-1.0613776,0.28674272,-1.1671882,-1.1899524,0.19768564,0.91876966,0.27636865,-0.11063496,27
-1.010847,-1.0689713,-0.60161155,-0.11212983,-0.54606366,1.2155683,0.25395072,1.3230656,0.5074099,27
-0.1530621,-1.0686594,-1.6383018,-0.9683268,0.56317204,1.2351147,-2.2252634,1.0309991,1.0468622,27
0.3692875,-1.0722542,0.31159526,-1.2517047,-1.222432,-0.18964022,1.0601087,-0.2572362,0.89220494,27
-0.41412097,-1.0721389,-1.0698346,0.8831598,-0.004973611,0.9437245,0.43635994,1.0685269,-0.43404067,27
-1.0572872,-1.0683706,-0.7887853,1.2410958,0.8066636,0.30974394,-0.2980084,0.3093518,-0.49740404,27
0.6780694,-1.0595013,0.3134012,-1.2493459,-1.2224311,-0.19154759,1.0601162,-0.25726226,2.5314302,27
-0.09945111,-1.0533018,-1.0737487,0.87914705,-0.00497348,0.9416034,0.43793216,1.0686518,-0.20976795,27
-0.73802125,-1.0702856,-1.0992731,0.84041536,-0.004974668,0.92534024,0.4428884,1.0682154,1.3908795,27
-0.801215,-1.0441992,-1.5662962,-0.41196653,1.347757,0.68421185,-1.8691875,0.560234,-0.30097827,27
-0.9440589,-1.0412635,-1.6130884,-0.692499,0.8066665,1.0061322,-1.9967196,0.8402844,0.39981875,27
-0.13793266,-1.0789379,-0.22271724,-0.05221896,-0.600173,0.5893681,0.7036374,0.68901855,-1.2331161,27
0.13697888,-1.0568607,-1.0795206,0.8722733,-0.004972159,0.93844765,0.4381837,1.0683732,0.15277763,27
-0.051293463,-1.0427514,-1.6007303,-0.6995388,1.942956,0.4699681,-1.8989786,0.3692873,2.5957158,27
-0.8378316,-1.0792396,-1.0675223,0.89022654,-0.004971101,0.9451074,0.43842807,1.0692459,-0.6499422,27
-0.59337765,-1.066793,-1.596015,-0.57640576,1.3477585,0.6861843,-1.9016855,0.5611001,1.0514252,27
-0.2180405,-1.0561746,-1.6470156,-1.0576745,0.5631751,1.298987,-2.4188576,1.0733087,-0.6555305,27
0.5727294,-1.0775293,0.31306925,-1.251409,-1.2224283,-0.19042355,1.0601037,-0.25727832,2.18517,27
-0.212813,-1.0733174,0.31209838,-1.2514777,-1.2224274,-0.19027841,1.0601217,-0.25723878,-0.42081964,27
0.045856953,-1.0756752,0.3117385,-1.2505326,-1.2224315,-0.19011268,1.0601579,-0.25723267,0.71125215,27
-1.6028032,-1.0552102,-1.2993938,0.36247677,1.8888503,0.35732687,-1.4613479,0.28855222,-0.1914028,27
0.7926207,-1.0360543,-1.6030474,-0.71392035,1.9429573,0.46859244,-1.8945715,0.36787793,2.7694669,27
-0.44792908,-1.0788499,-1.0692812,0.8864598,-0.00496978,0.9448022,0.43788013,1.068967,-0.5441951,27
-1.4304183,-1.0699315,-0.4736728,-0.69910157,-0.81661737,2.3372598,-0.8445399,2.291027,-2.1168108,27
-0.23304749,-1.0770926,-1.0879228,0.85963583,-0.004971894,0.9340718,0.43944135,1.0680951,0.69603866,27
0.28423923,-1.0675828,-1.6025854,-0.70804536,1.9429612,0.46914047,-1.8961172,0.3684476,2.700307,27
0.42262748,-1.0389479,-1.6023122,-0.71020174,1.9429588,0.46934685,-1.8983582,0.36908177,2.6850097,27
-0.60790485,-1.075604,-0.6009919,-0.11109432,-0.5460643,1.2163875,0.25396293,1.3230656,0.44796115,27
-0.25226116,-1.0656743,-1.6379876,-0.9763731,0.5631751,1.2239474,-2.205234,1.022356,1.5119165,27
-0.4044308,-1.0469375,-1.0692753,0.8873235,-0.004972951,0.94384766,0.43891943,1.0690937,-0.495837,27
-0.10211304,-1.0420811,-1.6374459,-0.9688107,0.5631691,1.2284766,-2.2109299,1.0258392,1.2904325,27
0.17568426,-1.0461369,-1.0719627,0.88234156,-0.00497665,0.94214934,0.43872812,1.0688584,-0.2939538,27
-0.84416324,-1.0850344,-0.2243795,-0.056152485,-0.6001716,0.5868283,0.70365685,0.68902314,-0.886106,27
0.20365863,-1.074204,-1.0740547,0.8774503,-0.004976386,0.9416744,0.4381007,1.068593,-0.16177787,27
-0.37180611,-1.0463712,-0.80688184,1.2201735,0.80666757,0.3059703,-0.2628343,0.31077814,0.44382095,27
-1.1511303,-1.0768621,0.28761154,-1.1671872,-1.189963,0.20313793,0.91877353,0.2763721,-0.78597176,27
-0.72204167,-1.0704951,-1.067543,0.8902516,-0.004975725,0.9454868,0.4387475,1.0692093,-0.6492443,27
-0.14465575,-1.0588748,-1.0731337,0.87897265,-0.004971762,0.94199485,0.43736005,1.0685134,-0.23713563,27
-0.9206114,-1.0803651,0.340943,-1.2600156,-1.2224319,-0.22038478,1.0291489,-0.24570538,1.1133566,29
-1.018087,-1.0738702,0.28730372,-1.1684184,-1.189991,0.18536241,0.9242449,0.26216662,0.45058402,29
-1.3709855,-1.0483359,0.2871661,-1.1677532,-1.190006,0.1776291,0.9242472,0.26216263,1.477147,29
-1.6684783,-1.0677102,-0.2652882,0.54885703,-0.30527657,0.32709777,0.8501499,0.41710475,-0.9663146,29
-2.7498572,-1.0595661,0.077768,-1.0370394,-1.1412791,2.9978695,-1.5120345,2.9141505,-2.2938533,29
-1.9509691,-1.0425626,-0.4693564,1.4715629,1.8888535,-0.00613512,-0.83749604,-0.020505948,-0.46190324,29
-1.056942,-1.0396937,-1.6168242,-0.76848626,1.5290254,0.6234027,-1.9858978,0.49928814,1.8400447,29
-1.7535868,-1.0455444,-1.6430061,-0.93834233,0.108657286,1.9031065,-2.3886578,1.6129467,-1.0032676,29
-1.0034745,-1.0873796,0.3390441,-1.2611198,-1.2224287,-0.21972881,1.0291537,-0.2457496,0.545929,29
-1.8119445,-1.059268,-0.2665878,0.5473711,-0.3052765,0.32713443,0.8501255,0.4171065,-0.8681082,29
-1.2446201,-1.073478,-0.26426062,0.5511065,-0.30528247,0.32827842,0.8501669,0.41710442,-1.0811077,29
-1.0188478,-1.0680596,-1.5958349,-0.552443,1.0663899,0.8208682,-1.8842115,0.6807164,0.6940058,29
-1.0036873,-1.0756056,0.28726265,-1.1684374,-1.1899985,0.18507385,0.92425036,0.26216668,0.4632573,29
-1.4057512,-1.046295,-1.6000661,-0.6226654,1.2828276,0.7122778,-1.9086694,0.5833568,1.3837758,29
-2.7498572,-1.0316184,0.07625664,-1.0331694,-1.1412603,2.9916093,-1.5120331,2.9141629,-2.131854,29
-1.6819385,-1.0703652,-0.26307198,0.55564463,-0.30527505,0.3296968,0.8501502,0.41710627,-1.3443348,29
-1.3966874,-1.0687934,-0.2638975,0.5541987,-0.305277,0.3295315,0.85016036,0.4171094,-1.275513,29
-0.99879307,-1.0457388,-0.2686619,0.5428858,-0.30527785,0.32557634,0.85016876,0.4171029,-0.5793932,29
-2.1630673,-1.0381647,-1.6450828,-0.9543508,0.10865663,1.9012474,-2.4031603,1.6114819,-0.8609939,29
-1.1424298,-1.054854,-0.91329336,1.018672,2.0078905,0.15769285,-1.0932633,0.11798022,0.4881907,29
-2.7075837,-1.0594199,0.02920281,-0.40254018,-0.79226094,0.32224151,0.85017854,0.41709626,0.51533425,29
-1.2876607,-1.0693779,-0.26355562,0.5539283,-0.30527657,0.32894757,0.8501601,0.41710532,-1.2571467,29
-1.1577963,-1.0640061,-0.9095452,1.0227609,2.0078926,0.15479714,-1.0962584,0.117656425,0.41285673,29
-2.180373,-1.0515015,-1.6438304,-0.94822276,0.10865874,1.9018098,-2.3979652,1.612055,-0.9231285,29
-1.5832845,-1.0173373,-1.6131449,-0.73445845,1.5290263,0.6256557,-1.986869,0.49935326,1.5747516,29
-1.8677516,-1.0727178,0.28745964,-1.1683679,-1.1899935,0.18651174,0.9242473,0.262167,0.29366276,29
-0.99661493,-1.0863346,0.33870128,-1.262435,-1.2224295,-0.22052035,1.0291449,-0.24572785,0.5668317,29
-1.6441395,-1.0619434,-0.26413777,0.5519961,-0.3052762,0.32829657,0.85014206,0.4171017,-1.143352,29
-1.638364,-1.0772953,-0.26256526,0.55657476,-0.30527845,0.3301949,0.85012656,0.41710797,-1.3902833,29
-1.6261694,-1.0669621,-0.26263058,0.55675036,-0.3052775,0.33044702,0.85013366,0.4171073,-1.3895963,29
-1.1680365,-1.0743129,0.02731394,-0.40782332,-0.7922671,0.3180622,0.85017127,0.4171073,1.0131935,29
-1.4507711,-1.0726749,-0.26316404,0.5561954,-0.30527824,0.33005905,0.8501178,0.4171037,-1.375496,29
-0.99823,-1.05738,-0.9098406,1.0197526,2.0078914,0.15574457,-1.0947982,0.11756656,0.4705042,29
-1.0152012,-1.0639987,0.28737372,-1.1683856,-1.1899912,0.18614468,0.9242484,0.26216584,0.3614832,29
-2.7498422,-1.021585,-1.6017783,-0.61594826,1.0231063,0.86285233,-1.9557261,0.7159739,0.24689932,29
-1.7947824,-1.0597006,-1.6449047,-1.0597253,0.108657554,1.8942828,-2.5018024,1.6013768,0.008248126,29
-1.1101325,-1.0924203,0.3387775,-1.2622823,-1.2224278,-0.2187493,1.0291452,-0.24571659,0.82211626,29
-1.6480953,-1.0307329,-1.6466594,-1.0271716,0.108654775,1.8975476,-2.4733424,1.6043894,-0.28894854,29
-2.0238159,-1.0398185,-1.6052175,-0.6211897,1.0231063,0.85251915,-1.9308453,0.7089714,0.7211911,29
-1.0301791,-1.0437703,-1.6175498,-0.7899272,1.5290287,0.6196595,-1.9779251,0.4972301,2.1805618,29
-1.4009994,-1.0512216,-0.27296692,0.53706,-0.30527845,0.32406944,0.8501177,0.41710025,-0.17819689,29
-1.0582067,-1.0433334,-0.90565294,1.0178782,2.0078917,0.15538268,-1.1012247,0.1170705,0.3450195,29
-0.88180566,-1.0357413,-1.6170712,-0.77894145,1.5290226,0.6203624,-1.9759,0.49657112,2.0879583,29
-1.4964285,-1.0736873,0.2877194,-1.1681496,-1.1899974,0.1889937,0.92424875,0.2621693,-0.018268887,29
-1.0138211,-1.0579026,-1.6043696,-0.63338166,1.0663921,0.8231936,-1.9167752,0.6793995,1.1700835,29
-0.9220337,-1.0422746,-1.6142358,-0.7666377,1.529026,0.61928666,-1.9711845,0.4952066,2.021061,29
-1.5150018,-1.0648378,0.029779667,-0.4016674,-0.7922584,0.32183915,0.8501658,0.41710564,0.3544602,29
-1.0145067,-1.0163069,-1.6130852,-0.7505184,1.529025,0.62275183,-1.9830468,0.49841943,1.7002729,29
-0.38476545,-1.0331583,-1.6170819,-0.77088726,1.5290284,0.6240351,-1.9891846,0.50032926,1.8126783,29
-2.8775046,-1.0509379,0.0830962,-1.0526279,-1.1412722,3.0122523,-1.5120541,2.914153,-2.5184007,29
-2.7499316,-1.0473176,-0.46522447,1.4699537,1.8888533,-0.006725491,-0.846827,-0.020956235,-0.7151907,29
-1.0713818,-1.0445303,-1.6022136,-0.5931714,1.0663936,0.8227684,-1.9005877,0.6801493,0.9244136,29
-1.0391506,-1.0739635,0.026845364,-0.40950546,-0.79226714,0.31634092,0.85016245,0.417101,1.2462674,29
-1.330912,-1.0633599,-0.89822245,1.0329142,2.0078914,0.15500544,-1.1183991,0.11621488,0.00053758,29
-1.0766274,-1.0617344,0.030598534,-0.4003338,-0.79225785,0.3218889,0.85015655,0.41709688,0.2150842,29
-0.881367,-1.0424961,-1.6011701,-0.630865,1.28283,0.7112767,-1.9049317,0.58228046,1.5288607,29
-0.59514827,-1.0166674,-1.6161593,-0.7755098,1.5290263,0.61965686,-1.9751862,0.49612033,2.0811296,29
-2.7498572,-1.0799065,0.078098655,-1.0385482,-1.1412652,3.0001955,-1.5120562,2.9141464,-2.3315034,29
-1.2573787,-1.0628326,-0.26389608,0.55387145,-0.30528003,0.32914278,0.8501433,0.41710162,-1.255336,29
-1.7529334,-1.0437653,-1.6041998,-0.6126232,1.0231024,0.8443721,-1.9040309,0.70110214,1.0591147,29
-1.4529262,-1.057265,0.02890995,-0.40177968,-0.7922588,0.32224894,0.85016876,0.41710427,0.3680291,29
-1.4843253,-1.069524,0.2874402,-1.1682843,-1.1899922,0.18714339,0.92424756,0.26216692,0.19917111,29
-1.8965019,-1.0579413,-0.27187398,0.53810585,-0.3052771,0.3247423,0.85010713,0.41710716,-0.27942088,29
-1.0085243,-1.0484672,-0.9058734,1.0175993,2.0078897,0.15609081,-1.102919,0.11709404,0.34231254,29
-1.4173324,-1.0519913,-0.27290297,0.5370505,-0.30527818,0.32399186,0.8500972,0.41709834,-0.1798127,29
-1.9271212,-1.0452229,-1.6067091,-0.6206103,1.0231035,0.8469627,-1.9127061,0.70358735,1.028482,29
-1.2827102,-1.0748607,0.2869307,-1.1685039,-1.189986,0.18433444,0.92424905,0.26216665,0.57065576,29
-0.978948,-1.0685617,-0.910089,1.0107864,2.007889,0.15499812,-1.0915561,0.116693534,0.5757478,29
-0.9527021,-1.0480763,-0.9117675,1.0210419,2.007895,0.15464963,-1.0873054,0.117986195,0.5717738,29
-1.8462434,-1.0278411,-1.6475382,-0.9963761,0.10865927,1.8978243,-2.4414597,1.6075395,-0.6344471,29
-1.4653575,-1.0763534,-0.89609754,1.0417222,2.0078926,0.1568472,-1.1383832,0.11637447,-0.09934157,29
-2.8651142,-1.0848538,0.079497226,-1.0421234,-1.1412729,3.0040421,-1.5120411,2.9141457,-2.4154496,29
-1.3027169,-1.0678874,-1.6020553,-0.6101411,1.0663902,0.8228958,-1.9069474,0.6798313,1.0106369,29
-1.7556906,-1.0599374,-0.2656259,0.5488125,-0.3052779,0.32752466,0.8501579,0.4171065,-0.9639997,29
-1.3105279,-1.0573282,-0.26411048,0.5513039,-0.3052807,0.32828814,0.8501649,0.41710764,-1.109032,29
-1.4300268,-1.0442342,-1.6473036,-1.119769,0.1086553,1.8909656,-2.5563626,1.5956856,0.50830835,29
-1.0249045,-1.0774249,0.026396569,-0.41011548,-0.7922679,0.31619433,0.8501805,0.4170994,1.2698189,29
-2.3464143,-1.0014825,-1.6032887,-0.6155541,1.0231074,0.84668356,-1.9143015,0.7041051,0.91464955,29
-1.8564234,-1.0754796,0.28743356,-1.1683713,-1.19,0.18639159,0.9242488,0.26216608,0.30799127,29
-1.4304283,-1.0859914,0.33950916,-1.2607994,-1.222429,-0.2196718,1.0291483,-0.24571352,0.9296291,29
-1.2634754,-1.0300466,-1.6170394,-0.76425517,1.5290265,0.624921,-1.9904858,0.50049746,1.7267711,29
-0.86237615,-1.0689892,-1.5996287,-0.62550724,1.2828271,0.7108135,-1.9042819,0.5821861,1.488845,29
-0.06347691,-1.0446123,-1.6189103,-0.7899165,1.5290276,0.62001336,-1.978037,0.49716282,2.1920364,29
-1.4647664,-1.0673926,-0.2649595,0.54950815,-0.30528238,0.32769147,0.8501673,0.41710988,-0.9984113,29
-1.0091406,-1.0491912,-1.6014009,-0.63145876,1.2828293,0.7095525,-1.9002655,0.5809114,1.6260954,29
-1.1257707,-1.0556225,0.026799334,-0.4066557,-0.7922646,0.31895652,0.8501797,0.41710195,0.8917067,29
-1.4331645,-1.0728953,0.2877185,-1.1681494,-1.1899993,0.18907243,0.92424643,0.26216784,-0.038437963,29
-0.56715083,-1.0546019,-0.91050243,1.0195407,2.0078955,0.15365237,-1.0917877,0.11778979,0.522266,29
-2.0139732,-1.0526875,-0.2677558,0.5457671,-0.3052807,0.32642835,0.8501391,0.41709793,-0.7579158,29
-2.7498572,-1.0332571,-0.45818278,1.4716103,1.888852,-0.00718648,-0.8650244,-0.022159796,-1.2702755,29
-2.544709,-1.0254645,-1.6030406,-0.6133571,1.023105,0.8472246,-1.9139704,0.70405656,0.8987763,29
-1.8985335,-1.0328755,-1.6461165,-0.97442293,0.1086557,1.8991585,-2.4217045,1.6095428,-0.68146956,29
-0.40909523,-1.0379423,-1.6165029,-0.7727449,1.5290284,0.6238177,-1.9887586,0.50039333,1.8118932,29
-1.0147706,-1.0865383,0.3363783,-1.2618394,-1.2224292,-0.22030127,1.0291449,-0.24570091,0.70279497,29
-1.6038231,-1.0381805,-1.606482,-0.6245319,1.0231035,0.84778947,-1.915928,0.70464754,1.0010934,29
-1.0345273,-1.0436257,-0.90187734,1.022395,2.0079002,0.15348071,-1.1033281,0.11581577,0.26476505,29
-1.4265718,-1.0548447,-0.26357755,0.5528135,-0.3052802,0.32860565,0.85013217,0.41710636,-1.1906601,29
-1.0270334,-1.0459609,0.027775278,-0.40438497,-0.792266,0.32094052,0.8501798,0.4171114,0.66746235,29
-1.5422043,-1.0731925,-0.263451,0.5552117,-0.30527717,0.3298635,0.8501646,0.4171046,-1.3187461,29
-1.9384925,-1.0060793,-1.6035508,-0.61738265,1.0231059,0.85860336,-1.9459862,0.71321046,0.42909366,29
-1.0009631,-1.0699805,-0.26814646,0.54387593,-0.30527878,0.3258348,0.8501711,0.41710645,-0.6468096,29
-2.8356092,-1.081774,0.08017651,-1.0443913,-1.1412745,3.005807,-1.5120456,2.9141464,-2.446841,29
-2.7498572,-1.0098798,0.07562394,-1.0321273,-1.1412687,2.991484,-1.5120473,2.9141672,-2.0590055,29
-1.2131045,-1.0664186,-1.6039188,-0.6250751,1.0663947,0.822973,-1.9110676,0.6796836,1.1446995,29
-1.2814635,-1.064315,-0.2701937,0.5410432,-0.3052777,0.3252368,0.8501594,0.41710588,-0.46530664,29
-1.3853672,-1.0640136,-1.5946733,-0.548907,1.066391,0.8204495,-1.8827072,0.68075013,0.65922326,29
-0.99490356,-1.086654,0.33926743,-1.2636535,-1.2224283,-0.22023642,1.0291536,-0.24570633,0.5278615,29
-0.7742474,-1.0420606,-1.6168169,-0.77281487,1.5290278,0.62214965,-1.9836062,0.49854013,1.9252509,29
-1.0021607,-1.0654213,0.28734776,-1.1684254,-1.1899961,0.185421,0.92424834,0.26216647,0.43872702,29
-1.3611518,-1.0353087,-1.6177934,-0.7829804,1.5290271,0.62068355,-1.9787836,0.49736622,2.101228,29
-1.4576789,-1.0767618,0.28770298,-1.1681329,-1.1899972,0.18846355,0.92424667,0.2621668,0.03765323,29
-2.5520313,-1.046495,-1.6034069,-0.6205527,1.0231024,0.8493876,-1.9241589,0.70727146,0.8325986,29
-1.6264374,-1.069561,-0.26329094,0.5549627,-0.3052775,0.32950747,0.8501504,0.41709954,-1.3208221,29
-0.96847093,-1.0458956,-1.6164678,-0.7725378,1.5290284,0.62136245,-1.9794931,0.49729556,1.971271,29
-1.42714,-1.0657105,0.28746185,-1.1683425,-1.1899974,0.186754,0.92424667,0.26216677,0.2580976,29
-0.9157764,-1.0665536,0.33938235,-1.2602316,-1.2224339,-0.22052759,1.0291532,-0.2457136,1.0549797,29
-1.7728095,-1.0727776,-1.6374173,-0.90494365,0.10865676,1.9096221,-2.3587635,1.6161221,-1.3217298,29
-1.0287147,-1.0626651,0.031693816,-0.39785707,-0.7922491,0.32394797,0.85009944,0.4171082,-0.021739306,29
-1.452601,-1.0698098,-0.26270828,0.553701,-0.3052744,0.3287709,0.8501453,0.41710427,-1.2292551,29
-1.0862724,-1.0606874,-0.90599066,1.0267223,2.0078883,0.154679,-1.0989398,0.11746206,0.31725663,29
-1.0682572,-1.0525161,0.02830254,-0.40406,-0.7922632,0.3210932,0.8501844,0.41710988,0.64352447,29
-0.6014056,-1.0302609,-1.6167754,-0.773278,1.5290271,0.62103045,-1.9778624,0.49696377,2.0013874,29
-2.7498674,-1.0356253,-0.45831436,1.4724083,1.8888525,-0.008609054,-0.868177,-0.02207236,-1.3660549,29
-1.3023444,-1.0501965,0.029769832,-0.4016341,-0.7922601,0.32176262,0.85017204,0.41710716,0.33968198,29
-2.7498572,-1.034098,-1.5994236,-0.61007404,1.0231087,0.8677633,-1.9661926,0.71897095,-0.022490276,29
-1.1102508,-1.0628678,0.03003365,-0.40024284,-0.7922571,0.32201964,0.85014975,0.41709375,0.17917693,29
-2.5453312,-1.0279621,-1.606656,-0.6257356,1.0231031,0.85254353,-1.9322985,0.7093845,0.7781256,29
-1.0857264,-1.0533925,-0.9117759,1.0214975,2.0078936,0.15495259,-1.0943907,0.11795127,0.45300075,29
-2.7493293,-1.0374954,-0.46861646,1.4692688,1.8888512,-0.00706236,-0.8325783,-0.021071078,-0.32166865,29
-1.5670539,-1.0603516,-1.6389328,-0.9358462,0.108660586,1.9046795,-2.3897264,1.6127936,-1.0960791,29
-2.7485054,-1.0230277,-0.47140062,1.4688369,1.8888535,-0.006476772,-0.8312471,-0.020717708,-0.2755973,29
-0.65306836,-1.0623596,-1.6006664,-0.57908577,1.0663899,0.822339,-1.8962685,0.6802521,0.82840794,29
-1.0183631,-1.0677962,-1.6009451,-0.6304764,1.2828311,0.71109545,-1.9040225,0.5819202,1.5483903,29
-1.6135775,-1.0392404,-1.6051638,-0.6370592,1.0663886,0.8220741,-1.9145765,0.6795237,1.2632337,29
-2.7498572,-1.0838683,0.07822208,-1.0384431,-1.141281,2.999678,-1.5120449,2.91415,-2.330132,29
-2.7500892,-1.0213554,-0.45111063,1.4731181,1.8888533,-0.007164693,-0.8956631,-0.023171905,-1.8347691,29
-1.742948,-1.0462947,-1.6452334,-1.0759315,0.10865715,1.8936657,-2.518321,1.5996517,0.11298144,29
-1.3747154,-1.0418973,-0.9051291,1.017112,2.0078952,0.1560843,-1.0992819,0.1163393,0.38308215,29
-1.0036893,-1.0881754,0.33908328,-1.2638366,-1.2224308,-0.2203144,1.0291492,-0.24572857,0.54876906,29
-2.7456083,-1.0391661,-1.6056237,-0.62680495,1.0231066,0.8516558,-1.9321343,0.7094224,0.804116,29
-1.045421,-1.0426912,-1.6009889,-0.62277216,1.2828279,0.7161299,-1.9199158,0.58653015,1.1745644,29
-0.9923159,-1.0800072,0.33855736,-1.2616522,-1.2224302,-0.22024688,1.0291497,-0.24575137,0.57358086,29
-2.2833922,-1.0598488,-0.26681432,0.54653627,-0.30527988,0.32681483,0.850112,0.4171022,-0.8235539,29
-2.0930622,-1.0287633,-1.6344182,-1.6347814,0.3196814,1.5918818,-3.034171,1.2944165,1.324453,29
-1.5351309,-1.0526526,0.022524316,-0.42350072,-0.7922573,0.30742043,0.85010797,0.41711092,2.1165452,29
-1.0019137,-1.073373,0.28717655,-1.1684544,-1.1899923,0.18505616,0.9242447,0.26216677,0.47420526,29
-1.7305458,-1.0602776,0.028525028,-0.40333915,-0.79226726,0.321964,0.85017973,0.41710514,0.595543,29
-1.4485077,-1.036634,-0.9017306,1.0244168,2.0078928,0.15391663,-1.1109266,0.116259225,0.16035028,29
-1.7119313,-1.0599761,-0.8961631,1.0368769,2.007895,0.155671,-1.1280129,0.1161828,-0.071887165,29
-0.112190634,-1.0417557,-1.6194949,-0.79127556,1.5290258,0.62039554,-1.978838,0.49728873,2.1956217,29
-1.4850299,-1.0696212,-0.8961501,1.0347534,2.0078926,0.1550041,-1.1304562,0.11604967,-0.07614122,29
-1.0063351,-1.0708729,-1.6031666,-0.6203549,1.0663915,0.82254285,-1.9092156,0.6797424,1.1198684,29
-1.0015624,-1.0407448,0.342534,-1.2595485,-1.2224288,-0.21806408,1.0291413,-0.24572018,1.2182004,29
-2.7498572,-1.0746573,0.07775365,-1.0371498,-1.1412703,2.998031,-1.5120425,2.914151,-2.2962716,29
-0.98305035,-1.0463966,-1.596947,-0.5569511,1.0663875,0.8209972,-1.8849573,0.68079644,0.73646903,29
